Ciclo,RMP,DESC_FIN,DESC_PROPOSITO,DESC_PP,DESC_AI
2008,6P310,,,Promoción y coordinación de las acciones para la equidad de género (Ampliaciones determinadas por la Cámara de Diputados),Mujeres en el Ejercicio de sus Derechos Humanos
2008,6R001,"Apoyar el desarrollo económico, social y político del país a partir de la inserción de México en el mundo.",Aprovechar los esquemas de cooperación financiera internacional para apoyar programas gubernamentales,Compromisos con Organismos Financieros Internacionales,"Sistema financiero competitivo, eficiente y con mayor coberturaHacienda pública responsable, eficiente y equitativa"
2008,6R002,,,Actividades de información y difusión institucional y de fomento para el cumplimiento de las obligaciones fiscales,Política de ingresos equitativa y promotora de la competitividad
2008,6R003,,,Censo Agropecuario,Generación y coordinación de los sistemas nacionales de información estadística y geográfica
2008,6R004,"El Servicio de Administración y Enajenación de Bienes (SAE) con una asignación presupuestal de 964.3MP, contribuirá con el Gobierno Federal en la efectiva administración, enajenación, destrucción y donación, en el menor tiempo posible, de bienes muebles e inmuebles que resulten improductivos, obsoletos, ociosos, innecesarios y los recibidos en dación en pago para cubrir toda clase de créditos a favor del Gobierno Federal; así como, con la liquidación de empresas públicas que no tienen razón de ser en el nuevo entorno económico y con la monetización acelerada de los activos financieros asignados, provenientes principalmente de los apoyos crediticios que se han destinado a través de la Banca de Desarrollo a los diversos sectores económicos.","Dar destino a los bienes que le son encomendados al SAE, en las mejores condiciones economicas y de mercado.",Administración y enajenación de los activos referidos en la Ley Federal para la Administración y Enajenación de Bienes del Sector Público (SAE),Administración y enajenación de activos referidos en la Ley Federal para la Administración y Enajenación de Bienes del Sector Público
2008,6R005,,,Censo de Población y Vivienda,Generación y coordinación de los sistemas nacionales de información estadística y geográfica
2008,6R006,,,Censos Económicos,Generación y coordinación de los sistemas nacionales de información estadística y geográfica
2008,6S001,"Contribuir en el financiamiento y la capitalización en el medio rural, mediante la ampliación de la cobertura e incorporación de nuevos segmentos de productores al seguro agropecuario.",Productores agropecuarios protegidos a nivel nacional por pérdidas económicas derivados de riesgos naturales.,Subsidio a la Prima del Seguro Agropecuario,Fomento y Desarrollo del Seguro Agropecuario
2008,6S172,"Contribuir en el financiamiento y la capitalización en el medio rural, mediante la ampliación de la cobertura de seguros que ofertan los fondos de aseguramiento e incorporación de nuevos segmentos de productores al seguro agropecuario.",Fondos de Aseguramiento y sus Organismos Integradores cuentan con recursos para ofertar coberturas a los productores agropecuarios.,Programa de Apoyo a los Fondos de Aseguramiento Agropecuario,Fomento y Desarrollo del Seguro Agropecuario
2008,6S177,Contribuir a que la población tenga acceso a un financiamiento para vivienda.,"La Población de Bajos Ingresos tiene acceso a un Financiamiento para Adquisición de Vivienda, Autoconstrucción, Mejoramientos y/o Lotes con Servicios. (Por bajos ingresos se entenderá los que cuenten con un ahorro previo establecido en las reglas de operación vigente, que tengan ingresos hasta 5 salarios mínimos y sean sujetos de crédito)",Programa de esquema de financiamiento y subsidio federal para vivienda,Conducción de la política nacional de vivienda
2008,6S178,Contribuir a la asistencia y permanencia de los niños y jóvenes indígenas a la educación básica,La población indígena en edad escolar beneficiada accede y permanece a la educación básica en condiciones favorables para su aprendizaje,Programas Albergues Escolares Indígenas (PAEI),Promoción y Coordinación de las políticas publicas para el desarrollo de los pueblos y comunidades indígenas
2008,6S179,Contribuir a que los habitantes de las localidades indígenas elegibles superen el aislamiento y dispongan de bienes y servicios básicos,"Habitantes de localidades indígenas elegibles disminuyen su rezago con obras de drenaje y saneamiento, agua potable, electrificación, y caminos rurales, alimentadores y puentes vehiculares.",Programa de Infraestructura Social Básica (PIBAI),Promoción y Coordinación de las políticas publicas para el desarrollo de los pueblos y comunidades indígenas
2008,6S180,"Contribuir a mejorar las condiciones económicas de la población indígena economicamente activa, asociada a los Fondos.","Población indígena beneficiada por el Programa, con mejores condiciones económicas y con iniciativas productivas sostenibles y sustentables.",Programa Fondos Regionales Indígenas (PFRI),Promoción y Coordinación de las políticas publicas para el desarrollo de los pueblos y comunidades indígenas
2008,6S181,Contribuir al empoderamiento de las mujeres indígenas participantes en el programa.,Mujeres indígenas organizadas participan en procesos autogestivos,Programa Organización Productiva para Mujeres Indígenas (POPMI),Promoción y Coordinación de las políticas publicas para el desarrollo de los pueblos y comunidades indígenas
2008,6S182,Contribuir a hacer vigentes y aplicar los derechos de los pueblos y comunidades indígenas y sus integrantes,"Integrantes de los pueblos y comunidades indígenas se benefician mediante la implementación de proyectos para incrementar sus capacidades de acceso a la jurisdicción del Estado y reconocimiento de sus derechos, ejecutados por parte de las organizaciones y núcleos agrarios",Promoción de Convenios en Materia de Procuración de Justicia (PCMJ),Promoción y Coordinación de las políticas publicas para el desarrollo de los pueblos y comunidades indígenas
2008,6S183,Contribuir al fortalecimiento de las identidades culturales de los pueblos y comunidades indígenas para el reconocimiento y pleno ejercicio de sus derechos culturales.,Pueblos y comunidades indígenas rescatan y fortalecen su patrimonio cultural,Programa de Fomento y Desarrollo de las Culturas Indígenas (PFDCI),Promoción y Coordinación de las políticas publicas para el desarrollo de los pueblos y comunidades indígenas
2008,6S184,Contribuir a mejorar la calidad de vida de las comunidades y grupos indígenas que cuentan con proyectos de turismo alternativo,"Núcleos agrarios (ejidos y comunidades), organizaciones y grupos de trabajo conformados por indígenas, desarrollan proyectos de turismo alternativo con los que contribuyen a aumentar sus ingresos.",Programa Turismo Alternativo en Zonas Indígenas (PTAZI),Promoción y Coordinación de las políticas publicas para el desarrollo de los pueblos y comunidades indígenas
2008,6S185,"Contribuir al mejoramiento de los ingresos de las unidades económicas productivas gestionadas por grupos y organizaciones indígenas, con un enfoque de sustentabilidad e identidad cultural.","Grupos y organizaciones indígenas de regiones marginadas estan dotados de activos y servicios técnicos, mejor capacidad organizativa y productiva.",Programa de Coordinación para el Apoyo a la Producción Indígena (PROCAPI),Promoción y Coordinación de las políticas publicas para el desarrollo de los pueblos y comunidades indígenas
2008,6S186,Facilitar las condiciones de Acceso al Financiamiento Rural.,Mejorar el acceso al financiamiento rural reduciendo costos de contratación de crédito.,Constitución y operación de unidades de promoción de crédito,Financiamiento y fomento al sector rural
2008,6S187,Facilitar las condiciones de Acceso al Financiamiento Rural.,Mejorar el acceso al financiamiento rural reduciendo costos de contratación de crédito.,Reducción de costos acceso al crédito,Financiamiento y fomento al sector rural
2008,6S199,"Contribuir en el financiamiento y la capitalización en el medio rural, mediante la ampliación de la cobertura e incorporación de nuevos segmentos de productores al seguro agropecuario.",Productores agropecuarios protegidos en las zonas definidas por SAGARPA de las pérdidas económicas provocadas por contingencias climatológicas extraordinarias.,Fondo de Contingencias y Autoseguro,Fomento y Desarrollo del Seguro Agropecuario
2008,6S301,,,Subsidio a la Prima del Seguro Agropecuario (Ampliaciones determinadas por la Cámara de Diputados),Fomento y Desarrollo del Seguro Agropecuario
2008,6S481,,,Programa Organización Productiva para Mujeres Indígenas (POPMI) (Ampliaciones determinadas por la Cámara de Diputados),Promoción y Coordinación de las políticas publicas para el desarrollo de los pueblos y comunidades indígenas
2008,6S486,,,Constitución y operación de unidades de promoción de crédito (Ampliaciones determinadas por la Cámara de Diputados),Financiamiento y fomento al sector rural
2008,6S487,,,Reducción de costos acceso al crédito (Ampliaciones determinadas por la Cámara de Diputados),Financiamiento y fomento al sector rural
2008,6S499,,,Fondo de Contingencias y Autoseguro (Ampliaciones determinadas por la Cámara de Diputados),Fomento y Desarrollo del Seguro Agropecuario
